trigger,trigger_kind,trigger_support,n_expected_diagnoses,top_expected_diagnosis,top_confidence
PROC_9_3971,procedure,201,23,DX_9_4414,0.7810945273631841
PROC_10_04HY32Z,procedure,201,25,DX_10_J9601,0.5472636815920398
MED_MAGNESIUM_SULFATE_LATEX_FREE,medication,201,23,DX_9_4019,0.43781094527363185
PROC_10_6A551Z3,procedure,201,25,DX_10_I10,0.417910447761194
MED_PREDNISOLONE_ACETATE_0_12_OPHTH_SUSP,medication,201,12,DX_9_4019,0.2935323383084577
MED_MYFORTIC,medication,200,25,DX_9_V420,0.44
PROC_9_4593,procedure,200,15,DX_9_4019,0.42
MED_NABUMETONE,medication,200,12,DX_9_4019,0.36
PROC_9_3321,procedure,200,25,DX_9_51881,0.35
PROC_9_7855,procedure,199,25,DX_9_4019,0.45226130653266333
PROC_9_9723,procedure,199,25,DX_9_4019,0.38190954773869346
PROC_10_0D20XUZ,procedure,199,25,DX_10_I10,0.35678391959798994
PROC_9_7817,procedure,199,12,DX_9_4019,0.32160804020100503
PROC_10_0SG3071,procedure,198,25,DX_10_I10,0.51010101010101
PROC_10_4A11X4G,procedure,198,17,DX_10_I10,0.4090909090909091
MED_AMILORIDE_HCL,medication,198,22,DX_9_4019,0.3888888888888889
MED_LATUDA,medication,198,14,DX_10_F419,0.29797979797979796
PROC_9_7966,procedure,198,9,DX_9_4019,0.2727272727272727
PROC_10_06183J4,procedure,197,25,DX_10_K766,0.7411167512690355
MED_LYRICA,medication,197,13,DX_9_4019,0.43147208121827413
MED_FLUTICASONE_SALMETEROL_100_50,medication,197,15,DX_9_4019,0.4263959390862944
PROC_10_0D2DXUZ,procedure,197,25,DX_10_E43,0.3299492385786802
PROC_10_0JH60XZ,procedure,197,25,DX_10_I10,0.3248730964467005
MED_MICONAZOLE_NITRATE_COMBO_PACK,medication,197,15,DX_9_4019,0.23857868020304568
PROC_9_3964,procedure,196,25,DX_9_41401,0.7091836734693877
PROC_10_0FY00Z0,procedure,196,25,DX_10_D62,0.6785714285714286
PROC_9_7939,procedure,196,11,DX_9_8080,0.5051020408163265
MED_OSELTAMIVIR_PHOSPHATE,medication,196,18,DX_9_4019,0.33163265306122447
MED_ETHACRYNIC_ACID,medication,196,21,DX_9_4280,0.28061224489795916
MED_SODIUM_ZIRCONIUM_CYCLOSILICATE,medication,195,25,DX_10_E875,0.7538461538461538
PROC_9_4029,procedure,195,11,DX_9_4019,0.441025641025641
MED_AMITRIPTYLINE_HCL,medication,195,11,DX_9_4019,0.4256410256410256
PROC_9_8321,procedure,195,16,DX_9_4019,0.38461538461538464
PROC_9_8826,procedure,195,6,DX_9_4019,0.37435897435897436
PROC_9_9971,procedure,195,24,DX_9_5849,0.3384615384615385
MED_VANCOMYCIN_ANTIBIOTIC_LOCK,medication,195,25,DX_10_T80211A,0.3076923076923077
PROC_10_00C40ZZ,procedure,194,25,DX_10_I10,0.5412371134020618
PROC_10_0T9030Z,procedure,193,25,DX_10_N179,0.6580310880829016
PROC_10_0T768DZ,procedure,193,20,DX_10_N179,0.49740932642487046
PROC_10_0DTN0ZZ,procedure,193,23,DX_10_K5720,0.44041450777202074
PROC_9_8382,procedure,193,18,DX_9_4019,0.40414507772020725
MED_BIVALIRUDIN,medication,193,25,DX_10_D62,0.3316062176165803
PROC_9_9354,procedure,193,8,DX_9_4019,0.31088082901554404
PROC_10_04CK0ZZ,procedure,192,25,DX_10_E785,0.6666666666666666
PROC_10_0DTJ4ZZ,procedure,192,8,DX_10_K3580,0.4166666666666667
PROC_10_10H073Z,procedure,191,25,DX_10_Z370,0.9895287958115183
PROC_10_0UB70ZZ,procedure,191,19,DX_10_Z370,0.900523560209424
PROC_10_0FB98ZX,procedure,191,19,DX_10_K831,0.7853403141361257
PROC_9_8683,procedure,191,16,DX_9_2781,0.5654450261780105
PROC_10_0CJY8ZZ,procedure,191,25,DX_10_E785,0.3717277486910995
PROC_10_02PYX3Z,procedure,191,25,DX_10_E785,0.35602094240837695
PROC_9_8819,procedure,191,8,DX_9_4019,0.32460732984293195
PROC_9_4023,procedure,190,13,DX_9_4019,0.38421052631578945
MED_NS_EPIDURAL_BAG,medication,190,6,DX_9_4019,0.3736842105263158
MED_ACYCLOVIR_OINTMENT_5,medication,190,13,DX_9_4019,0.3736842105263158
PROC_10_0HQ0XZZ,procedure,189,22,DX_10_S0101XA,0.8624338624338624
PROC_10_DP0C1ZZ,procedure,189,25,DX_10_C7951,0.7407407407407407
PROC_9_5351,procedure,189,14,DX_9_55321,0.6296296296296297
MED_ADVAIR_DISKUS,medication,189,19,DX_9_4019,0.3968253968253968
PROC_9_5423,procedure,189,10,DX_9_4019,0.3915343915343915
PROC_10_0S9D3ZX,procedure,189,25,DX_10_E785,0.37566137566137564
PROC_10_4A1H7CZ,procedure,188,24,DX_10_Z370,0.973404255319149
PROC_10_05HY33Z,procedure,188,25,DX_10_E785,0.3351063829787234
MED_PNEUMOCOCCAL_13_VALENT_CONJUGATE_VACCINE,medication,188,19,DX_10_Z23,0.324468085106383
PROC_9_4438,procedure,187,17,DX_9_27801,0.9786096256684492
PROC_9_0059,procedure,187,21,DX_9_41401,0.9144385026737968
PROC_9_4319,procedure,187,25,DX_9_4019,0.48128342245989303
PROC_9_9936,procedure,187,6,DX_9_30500,0.37967914438502676
PROC_9_8601,procedure,187,21,DX_9_4019,0.3689839572192513
MED_BENAZEPRIL,medication,186,11,DX_9_4019,0.5860215053763441
MED_ADENOSINE_LIVER_FLUSH,medication,186,25,DX_10_K766,0.5645161290322581
MED_PLASMA_LYTE_A_PH_7_4,medication,186,25,DX_10_K766,0.5645161290322581
PROC_9_8076,procedure,186,21,DX_9_71106,0.510752688172043
PROC_10_8E09XBZ,procedure,186,13,DX_10_G936,0.489247311827957
PROC_10_0W993ZX,procedure,186,25,DX_10_J90,0.44623655913978494
MED_RIBAVIRIN,medication,186,16,DX_9_07054,0.41935483870967744
PROC_9_3927,procedure,185,25,DX_9_5856,0.8540540540540541
PROC_10_00NY0ZZ,procedure,185,24,DX_10_I10,0.5081081081081081
MED_SODIUM_THIOSULFATE,medication,185,25,DX_10_N186,0.4864864864864865
PROC_9_3492,procedure,185,14,DX_9_51181,0.2810810810810811
MED_LIDOCAINE_1_P_F,medication,185,7,DX_10_I10,0.2594594594594595
MED_LAMICTAL_XR,medication,185,6,DX_10_F419,0.24864864864864866
MED_SILVER_NITRATE_APPLICATOR,medication,185,16,DX_10_D62,0.1837837837837838
PROC_9_7535,procedure,184,9,DX_9_V270,0.5652173913043478
MED_RUXOLITINIB,medication,184,25,DX_10_T865,0.4945652173913043
PROC_9_8891,procedure,184,4,DX_9_4019,0.40217391304347827
PROC_10_3E0T3BZ,procedure,184,20,DX_10_Z20822,0.3804347826086957
MED_AMILORIDE,medication,184,25,DX_10_Z87891,0.3641304347826087
MED_ROMIPLOSTIM,medication,184,25,DX_10_D693,0.31521739130434784
MED_CEFTAROLINE,medication,184,22,DX_10_N179,0.21739130434782608
PROC_10_0DBE8ZX,procedure,183,25,DX_10_I10,0.34972677595628415
PROC_9_8309,procedure,183,15,DX_9_4019,0.30601092896174864
PROC_10_0DBB8ZX,procedure,183,24,DX_10_I10,0.29508196721311475
MED_DEXTROAMPHETAMINE,medication,183,10,DX_10_F329,0.21311475409836064
PROC_9_0234,procedure,182,14,DX_9_3314,0.6868131868131868
MED_PALIPERIDONE_PALMITATE,medication,182,11,DX_10_F17210,0.29120879120879123
PROC_9_8949,procedure,181,25,DX_9_4280,0.7458563535911602
PROC_9_0221,procedure,181,21,DX_9_3314,0.7016574585635359
PROC_10_0T9130Z,procedure,181,25,DX_10_N179,0.6629834254143646
MED_SULFAMETH_TRIMETHOPRIM,medication,181,23,DX_9_51881,0.4143646408839779
MED_TRIAZOLAM,medication,181,11,DX_9_4019,0.3370165745856354
MED_VOLUMEN_BARIUM_SULFATE_0_1_SUSPENSION,medication,181,10,DX_10_Z87891,0.16574585635359115
MED_LEUPROLIDE_ACETATE,medication,181,3,DX_10_T451X5A,0.1270718232044199
PROC_9_0077,procedure,180,16,DX_9_71535,0.5944444444444444
MED_FENTANYL_PCA,medication,180,11,DX_9_4019,0.31666666666666665
MED_TIZANIDINE_HCL,medication,180,5,DX_9_4019,0.2777777777777778
PROC_10_0QS604Z,procedure,179,25,DX_10_D62,0.4245810055865922
PROC_10_02RG08Z,procedure,178,25,DX_10_D62,0.8314606741573034
PROC_9_0094,procedure,178,10,DX_9_4019,0.47752808988764045
MED_MULTIPLE_VITAMINS_LIQ,medication,178,19,DX_9_4019,0.28651685393258425
MED_TRIAMCINOLONE_ACETONIDE_0_025_OINTMENT,medication,178,14,DX_10_E785,0.2696629213483146
MED_HYDROCORTISONE_OINT_2_5,medication,178,8,DX_10_E785,0.16292134831460675
MED_RASAGILINE,medication,177,16,DX_10_G20,0.7344632768361582
PROC_9_7902,procedure,177,15,DX_9_4019,0.4124293785310734
PROC_10_0F7D8DZ,procedure,177,19,DX_10_I10,0.4124293785310734
PROC_9_3778,procedure,176,25,DX_9_4280,0.5454545454545454
PROC_9_3420,procedure,176,18,DX_9_4019,0.3806818181818182
PROC_10_0TY00Z0,procedure,175,25,DX_10_N186,0.9028571428571428
PROC_10_5A0221D,procedure,175,25,DX_10_R570,0.68
MED_ADDERALL_XR,medication,175,10,DX_9_31401,0.3657142857142857
MED_MANNITOL,medication,175,9,DX_9_4019,0.24571428571428572
MED_INDAPAMIDE,medication,174,9,DX_9_4019,0.3793103448275862
MED_DEXTROMETHORPHAN_POLY_COMPLEX,medication,174,16,DX_9_4019,0.3333333333333333
MED_LURASIDONE,medication,174,14,DX_10_F319,0.26436781609195403
PROC_9_4467,procedure,173,10,DX_9_53081,0.7630057803468208
MED_OXALIPLATIN_DESENSITIZATION,medication,173,17,DX_10_Z888,0.6705202312138728
MED_PALONOSETRON,medication,173,18,DX_10_Z5111,0.6127167630057804
MED_DIVALPROEX_SODIUM,medication,173,9,DX_9_4019,0.30057803468208094
PROC_10_02PA3MZ,procedure,172,25,DX_10_E785,0.563953488372093
MED_DESMOPRESSIN_NASAL,medication,172,9,DX_9_2535,0.4186046511627907
PROC_10_0DTF0ZZ,procedure,172,18,DX_10_I10,0.3546511627906977
MED_ZIPRASIDONE,medication,172,6,DX_9_4019,0.3081395348837209
MED_SACUBITRIL_VALSARTAN_97MG_103MG,medication,171,25,DX_10_E785,0.6198830409356725
PROC_10_0QBP0ZZ,procedure,171,25,DX_10_E785,0.5555555555555556
PROC_9_0359,procedure,171,14,DX_9_4019,0.4444444444444444
PROC_10_0UT74ZZ,procedure,171,13,DX_10_I10,0.38596491228070173
MED_AMIKACIN,medication,171,14,DX_9_99592,0.2046783625730994
PROC_9_5593,procedure,170,23,DX_9_591,0.5058823529411764
MED_HEPARIN_FLUSH_PORT_10_UNITS_ML,medication,170,13,DX_9_4019,0.4235294117647059
PROC_9_9921,procedure,170,10,DX_9_4019,0.35294117647058826
PROC_9_0048,procedure,169,19,DX_9_41401,0.6686390532544378
PROC_10_0FJ44ZZ,procedure,169,20,DX_10_Z5331,0.47337278106508873
MED_MIRALAX,medication,169,9,DX_9_4019,0.33136094674556216
PROC_9_5091,procedure,168,18,DX_9_5720,0.7976190476190477
PROC_10_0QBN0ZZ,procedure,168,25,DX_10_Z794,0.5833333333333334
MED_QUINIDINE_GLUCONATE_E_R,medication,168,21,DX_9_42731,0.5297619047619048
PROC_10_0DB90ZZ,procedure,168,14,DX_10_I10,0.5119047619047619
PROC_9_3201,procedure,168,20,DX_9_4019,0.42857142857142855
PROC_9_1736,procedure,167,8,DX_9_56211,0.6946107784431138
PROC_10_0W9B3ZX,procedure,167,25,DX_10_J90,0.5209580838323353
MED_TRANDOLAPRIL,medication,167,14,DX_9_4019,0.5209580838323353
MED_APREPITANT,medication,167,5,DX_9_V5811,0.41916167664670656
MED_FLUOCINONIDE_0_05_OINTMENT,medication,167,11,DX_9_4280,0.19161676646706588
PROC_10_0B9G8ZX,procedure,166,25,DX_10_J9601,0.4939759036144578
PROC_10_0FJB8ZZ,procedure,166,18,DX_10_I10,0.3795180722891566
PROC_9_8827,procedure,166,4,DX_9_4019,0.35542168674698793
MED_RIBOFLAVIN_VITAMIN_B_2,medication,166,13,DX_10_E785,0.25903614457831325
PROC_10_0TB13ZX,procedure,165,23,DX_10_N179,0.6848484848484848
PROC_9_0689,procedure,165,8,DX_9_25201,0.6545454545454545
MED_LEVOCARNITINE,medication,165,4,DX_10_F329,0.16363636363636364
MED_DAUNORUBICIN,medication,164,25,DX_10_R5081,0.4695121951219512
MED_CHLOROTHIAZIDE,medication,164,25,DX_9_4280,0.32926829268292684
MED_EVISTA,medication,163,10,DX_9_4019,0.5644171779141104
PROC_9_9952,procedure,163,7,DX_9_4019,0.49079754601226994
PROC_10_0SB40ZZ,procedure,163,14,DX_10_I10,0.4539877300613497
PROC_10_0QS704Z,procedure,163,24,DX_10_E785,0.4049079754601227
PROC_9_3931,procedure,163,11,DX_9_4019,0.3067484662576687
MED_CLOTRIMAZOLE_1_VAGINAL_CREAM,medication,163,10,DX_10_K219,0.25153374233128833
PROC_9_3505,procedure,162,25,DX_9_V707,0.8950617283950617
MED_PHOXILLUM_B22_K4,medication,162,25,DX_10_N170,0.6234567901234568
PROC_9_4439,procedure,162,12,DX_9_4019,0.5
PROC_10_2W30XYZ,procedure,162,10,DX_10_G936,0.3950617283950617
MED_BACITRACIN_POLYMYXIN_OINTMENT,medication,162,7,DX_9_4019,0.30864197530864196
MED_RISPERIDONE_LONG_ACTING_INJECTION,medication,162,4,DX_9_V1581,0.2777777777777778
PROC_9_8753,procedure,161,7,DX_9_4019,0.391304347826087
MED_METHYLERGONOVINE_MALEATE,medication,161,5,DX_9_V270,0.2981366459627329
MED_NAPHAZOLINE_PHENIRAMINE_OPHTH_SOLUTION,medication,161,8,DX_9_4019,0.2857142857142857
MED_ACETAMINOPHEN_W_CODEINE_ELIXIR,medication,161,7,DX_9_4019,0.2795031055900621
MED_SODIUM_ACETATE,medication,161,19,DX_9_E9331,0.2608695652173913
MED_HYDROCORTISONE_ENEMA,medication,161,7,DX_9_4019,0.2111801242236025
PROC_10_0DBA0ZZ,procedure,160,22,DX_10_I10,0.40625
PROC_10_0T778DZ,procedure,160,17,DX_10_N179,0.40625
PROC_10_0DTF4ZZ,procedure,160,13,DX_10_E785,0.3875
PROC_10_0DBU0ZZ,procedure,160,23,DX_10_I10,0.36875
PROC_9_4591,procedure,160,15,DX_9_4019,0.3125
MED_DEXAMETHASONE_ORAL_SOLN_0_1MG_1ML,medication,160,14,DX_10_T865,0.30625
PROC_10_0KNK0ZZ,procedure,159,14,DX_10_K432,0.4968553459119497
MED_BUPRENORPHINE,medication,159,13,DX_10_F419,0.3710691823899371
PROC_9_3406,procedure,159,17,DX_9_4019,0.3333333333333333
PROC_9_5425,procedure,158,13,DX_9_4019,0.4177215189873418
PROC_10_3E05317,procedure,158,23,DX_10_E785,0.4050632911392405
PROC_10_0UT94ZZ,procedure,158,12,DX_10_I10,0.37341772151898733
PROC_10_0QSJ04Z,procedure,158,11,DX_10_I10,0.36075949367088606
MED_CINACALCET_HCL,medication,157,16,DX_9_5856,0.8726114649681529
PROC_9_0061,procedure,157,19,DX_9_43310,0.7770700636942676
PROC_9_570,procedure,157,19,DX_9_4019,0.42038216560509556
MED_TRAVATAN_Z,medication,157,12,DX_9_4019,0.40764331210191085
PROC_10_0DTN4ZZ,procedure,157,9,DX_10_I10,0.3503184713375796
MED_NYSTATIN_TRIAMCINOLONE_CREAM,medication,157,14,DX_9_4019,0.24203821656050956
PROC_10_02UG3JZ,procedure,156,25,DX_10_Z006,0.9038461538461539
PROC_10_0DB48ZX,procedure,156,19,DX_10_E785,0.3782051282051282
PROC_10_0KNL0ZZ,procedure,155,14,DX_10_K432,0.4967741935483871
PROC_9_8769,procedure,155,7,DX_9_4019,0.41935483870967744
MED_ISOSORBIDE,medication,155,17,DX_9_4280,0.3225806451612903
MED_INSULIN_SYRINGE_U_500,medication,154,25,DX_10_Z794,0.8181818181818182
MED_INV_ACETAMINOPHEN,medication,154,25,DX_10_E785,0.7987012987012987
PROC_9_1733,procedure,154,8,DX_9_4019,0.37012987012987014
PROC_9_8893,procedure,154,4,DX_9_4019,0.33116883116883117
PROC_9_4709,procedure,153,8,DX_9_V6441,0.39869281045751637
MED_ETHANOL_70_CATHETER_DWELL,medication,153,15,DX_9_5793,0.21568627450980393
PROC_9_3942,procedure,152,20,DX_9_5856,0.9078947368421053
PROC_9_8775,procedure,152,18,DX_9_591,0.6578947368421053
PROC_10_02H63KZ,procedure,152,25,DX_10_E785,0.5986842105263158
MED_BETAXOLOL_OPHTH_SUSP_0_25,medication,152,12,DX_9_4019,0.5131578947368421
PROC_10_0BQT4ZZ,procedure,151,11,DX_10_K449,0.7947019867549668
PROC_9_3596,procedure,151,24,DX_9_4280,0.7682119205298014
PROC_9_3533,procedure,151,25,DX_9_42731,0.6622516556291391
PROC_9_8456,procedure,151,17,DX_9_E8781,0.5562913907284768
PROC_10_0DBH8ZX,procedure,151,19,DX_10_I10,0.3973509933774834
MED_TOCILIZUMAB,medication,150,25,DX_10_U071,0.6466666666666666
MED_BUSULFAN,medication,150,25,DX_10_T451X5A,0.38666666666666666
MED_HYDROCORTISONE_ACETATE_10_FOAM,medication,150,3,DX_9_53081,0.17333333333333334
MED_TOLVAPTAN,medication,149,18,DX_9_2761,0.5302013422818792
MED_EPIDURAL_INFUSION_BAG_IN_NS,medication,149,14,DX_10_E785,0.47651006711409394
PROC_9_034,procedure,149,9,DX_9_4019,0.40939597315436244
PROC_10_0DBP0ZZ,procedure,149,12,DX_10_D62,0.3959731543624161
PROC_9_0051,procedure,148,20,DX_9_4280,0.918918918918919
MED_ARIMIDEX,medication,148,11,DX_9_V103,0.7027027027027027
MED_CHLORDIAZEPOXIDE_HCL,medication,148,8,DX_9_4019,0.4594594594594595
PROC_10_0HBHXZZ,procedure,148,16,DX_10_D62,0.39864864864864863
PROC_9_2309,procedure,148,14,DX_9_52100,0.3918918918918919
MED_CARBAMAZEPINE_XR,medication,148,4,DX_9_4019,0.3310810810810811
MED_BISOPROLOL_FUMARATE,medication,148,7,DX_9_4019,0.32432432432432434
PROC_9_8365,procedure,148,4,DX_9_4019,0.27702702702702703
PROC_10_06BQ0ZZ,procedure,147,18,DX_10_E785,0.6122448979591837
MED_TRACE_ELEMENTS_TRALEMENT,medication,147,25,DX_10_Z20822,0.5578231292517006
PROC_10_00NX0ZZ,procedure,147,14,DX_10_I10,0.47619047619047616
MED_HUMALOG,medication,147,11,DX_9_V5867,0.3877551020408163
MED_MESALAMINE_ENEMA,medication,147,2,DX_9_5569,0.25170068027210885
PROC_9_7679,procedure,146,7,DX_9_8026,0.8493150684931506
MED_ZIDOVUDINE,medication,146,13,DX_9_042,0.4657534246575342
MED_TOBRAMYCIN_DEXAMETHASONE_OPHTH_OINT,medication,146,4,DX_9_4019,0.18493150684931506
PROC_9_0063,procedure,145,16,DX_9_43310,0.8275862068965517
PROC_10_02UJ0JZ,procedure,145,25,DX_10_D62,0.7793103448275862
PROC_9_554,procedure,145,8,DX_9_1890,0.7172413793103448
PROC_10_0DV44ZZ,procedure,145,10,DX_10_K219,0.696551724137931
PROC_10_02C03ZZ,procedure,145,24,DX_10_E785,0.6551724137931034
PROC_10_5A09357,procedure,145,25,DX_10_E785,0.4896551724137931
PROC_9_8873,procedure,145,12,DX_9_4019,0.3724137931034483
MED_CROMOLYN_SODIUM_NASAL_INHALATION,medication,145,7,DX_9_4019,0.2206896551724138
PROC_9_0151,procedure,144,6,DX_9_2252,0.8472222222222222
MED_HEPARIN_IMPELLA,medication,144,25,DX_10_R570,0.75
PROC_9_0881,procedure,144,10,DX_9_87342,0.7083333333333334
PROC_10_0WJG0ZZ,procedure,144,20,DX_10_D62,0.4513888888888889
MED_BICALUTAMIDE,medication,144,14,DX_10_C61,0.4097222222222222
PROC_9_7865,procedure,144,9,DX_9_4019,0.375
MED_NICARDIPINE,medication,144,9,DX_10_I10,0.375
PROC_10_0UTC0ZZ,procedure,144,13,DX_10_Z87891,0.3472222222222222
MED_CIMETIDINE,medication,144,6,DX_9_4019,0.2569444444444444
PROC_9_5371,procedure,143,12,DX_9_5533,0.8111888111888111
PROC_10_00B10ZZ,procedure,143,8,DX_10_D320,0.7902097902097902
PROC_10_03CL0ZZ,procedure,143,15,DX_10_E785,0.7132867132867133
PROC_9_3241,procedure,143,11,DX_9_1623,0.5034965034965035
PROC_10_0DTJ0ZZ,procedure,143,12,DX_10_I10,0.3356643356643357
MED_NS_EPIDURAL_BAG_0_9_NACL,medication,143,4,DX_9_4019,0.32167832167832167
PROC_9_4382,procedure,142,15,DX_9_27801,1.0
PROC_10_B2131ZZ,procedure,142,25,DX_10_E785,0.8169014084507042
PROC_9_4104,procedure,142,21,DX_9_E9331,0.7253521126760564
PROC_10_06BP0ZZ,procedure,142,18,DX_10_E785,0.6408450704225352
MED_SYRINGE_INTRAPERITONEAL,medication,142,19,DX_10_N186,0.5492957746478874
MED_PROVIGIL,medication,142,10,DX_9_4019,0.31690140845070425
MED_QUININE_SULFATE,medication,142,10,DX_9_4019,0.29577464788732394
PROC_10_0UT24ZZ,procedure,141,10,DX_10_I10,0.4326241134751773
MED_RUFINAMIDE,medication,141,2,DX_9_V5869,0.14893617021276595
PROC_9_4292,procedure,140,10,DX_9_5303,0.7285714285714285
PROC_10_03CG3Z7,procedure,140,25,DX_10_R29810,0.6928571428571428
PROC_10_04V03DZ,procedure,140,15,DX_10_I714,0.6714285714285714
PROC_10_04L33DZ,procedure,140,23,DX_10_D62,0.6571428571428571
MED_RILPIVIRINE,medication,140,10,DX_10_Z21,0.6142857142857143
PROC_9_5059,procedure,140,25,DX_9_5715,0.5714285714285714
PROC_10_0UB90ZZ,procedure,140,7,DX_10_D251,0.5571428571428572
PROC_9_7789,procedure,140,18,DX_9_4019,0.42857142857142855
PROC_9_543,procedure,140,8,DX_9_4019,0.40714285714285714
PROC_10_0JB70ZZ,procedure,140,25,DX_10_E785,0.36428571428571427
MED_HYDROCORTISONE_ACETATE_OINTMENT_1,medication,140,8,DX_9_4019,0.36428571428571427
PROC_10_D0001ZZ,procedure,139,20,DX_10_C7931,0.7122302158273381
MED_VIOKASE_8,medication,139,10,DX_9_4019,0.4460431654676259
PROC_10_GZB0ZZZ,procedure,139,14,DX_10_R45851,0.43884892086330934
MED_DEXTROSE_20_IN_WATER_D20W,medication,139,23,DX_10_E872,0.31654676258992803
PROC_9_540,procedure,138,10,DX_9_4019,0.4057971014492754
MED_TRAVOPROST,medication,138,9,DX_9_4019,0.3695652173913043
PROC_9_9749,procedure,138,17,DX_9_E8798,0.3695652173913043
MED_ASCORBIC_ACID_LIQUID,medication,138,17,DX_9_4019,0.3115942028985507
MED_LIDOCAINE_2_EPI_1_100_000,medication,138,11,DX_10_E785,0.2753623188405797
PROC_10_10D07Z6,procedure,137,13,DX_10_Z370,0.9708029197080292
PROC_10_10D17Z9,procedure,137,17,DX_10_Z370,0.8832116788321168
PROC_9_2911,procedure,137,11,DX_9_4019,0.44525547445255476
PROC_10_4A133B1,procedure,137,25,DX_10_J9601,0.41605839416058393
PROC_9_4223,procedure,137,5,DX_9_4019,0.36496350364963503
PROC_9_3736,procedure,136,15,DX_9_42731,0.9485294117647058
PROC_10_B2181ZZ,procedure,136,25,DX_10_E785,0.8088235294117647
PROC_9_3523,procedure,136,20,DX_9_42731,0.7352941176470589
PROC_10_0RT30ZZ,procedure,136,11,DX_10_M4802,0.6617647058823529
PROC_9_3844,procedure,136,16,DX_9_4019,0.625
PROC_9_6839,procedure,136,9,DX_9_2189,0.3897058823529412
PROC_9_8314,procedure,136,8,DX_9_4019,0.3235294117647059
PROC_9_391,procedure,135,22,DX_9_78959,0.6518518518518519
PROC_10_4A023FZ,procedure,135,21,DX_10_E785,0.5185185185185185
MED_PROBENECID,medication,135,9,DX_9_2749,0.2962962962962963
MED_CLOMIPRAMINE,medication,135,8,DX_9_2724,0.2
PROC_10_0SR904A,procedure,134,10,DX_10_M1611,0.7014925373134329
PROC_10_0RG4071,procedure,134,9,DX_10_M4802,0.6194029850746269
PROC_10_10D17ZZ,procedure,134,7,DX_10_Z370,0.5
PROC_9_8543,procedure,134,8,DX_9_1963,0.4701492537313433
PROC_9_8821,procedure,134,3,DX_9_4019,0.4701492537313433
MED_PILOCARPINE_1,medication,134,9,DX_9_4019,0.3805970149253731
PROC_9_9608,procedure,134,11,DX_9_4019,0.23880597014925373
MED_TOBRAMYCIN_DEXAMETHASONE_OPHTH_SUSP,medication,134,9,DX_10_I2510,0.22388059701492538
PROC_9_754,procedure,133,14,DX_9_V270,0.8947368421052632
PROC_9_022,procedure,133,8,DX_9_3314,0.6240601503759399
PROC_9_5211,procedure,133,12,DX_9_4019,0.43609022556390975
MED_CARBIDOPA_LEVODOPA_10_100,medication,133,7,DX_9_3320,0.3383458646616541
MED_FENTANYL,medication,133,7,DX_9_51881,0.3233082706766917
PROC_10_3E04317,procedure,133,18,DX_10_Z87891,0.2932330827067669
MED_CYPROHEPTADINE,medication,133,6,DX_9_4019,0.18796992481203006
PROC_10_01N10ZZ,procedure,132,12,DX_10_M4802,0.7575757575757576
PROC_9_3808,procedure,132,12,DX_9_44422,0.75
PROC_10_0BC78ZZ,procedure,132,25,DX_10_J9601,0.5833333333333334
PROC_9_3452,procedure,132,9,DX_9_5109,0.5151515151515151
PROC_10_07D78ZX,procedure,132,15,DX_10_E785,0.45454545454545453
PROC_9_8388,procedure,132,7,DX_9_4019,0.4090909090909091
MED_RALOXIFENE,medication,132,6,DX_9_4019,0.3712121212121212
PROC_10_0RG10A0,procedure,130,8,DX_10_M4802,0.5153846153846153
PROC_9_4413,procedure,130,6,DX_9_4019,0.3384615384615385
MED_LEVOBUNOLOL_0_5,medication,130,7,DX_10_I10,0.3076923076923077
PROC_10_B215YZZ,procedure,129,16,DX_10_E785,0.5736434108527132
MED_N_ACETYLCYSTEINE,medication,129,8,DX_9_4019,0.5503875968992248
PROC_9_8828,procedure,129,3,DX_9_4019,0.3178294573643411
MED_CASPOFUNGIN,medication,129,15,DX_9_51881,0.31007751937984496
PROC_9_3963,procedure,128,12,DX_9_41401,0.6796875
PROC_10_B310YZZ,procedure,128,12,DX_10_E785,0.6328125
PROC_10_B31RYZZ,procedure,128,11,DX_10_I10,0.5078125
PROC_10_4B02XSZ,procedure,128,21,DX_10_E785,0.5
PROC_10_BF101ZZ,procedure,128,11,DX_10_K831,0.5
PROC_10_0RG7071,procedure,128,10,DX_10_D62,0.390625
PROC_9_2319,procedure,128,10,DX_9_4019,0.3828125
PROC_10_0QSK04Z,procedure,128,8,DX_10_I10,0.328125
PROC_9_4869,procedure,128,6,DX_9_4019,0.3125
PROC_9_5979,procedure,127,10,DX_9_6256,0.8031496062992126
PROC_9_3733,procedure,127,10,DX_9_42731,0.6456692913385826
PROC_10_07B74ZZ,procedure,127,11,DX_10_I10,0.5748031496062992
PROC_9_8864,procedure,127,15,DX_9_5723,0.5748031496062992
MED_TB_SYRINGE,medication,127,19,DX_9_V5867,0.5039370078740157
PROC_10_3E033XZ,procedure,127,23,DX_10_E785,0.49606299212598426
PROC_9_5022,procedure,127,7,DX_9_4019,0.47244094488188976
PROC_9_8541,procedure,127,11,DX_9_4019,0.4566929133858268
PROC_9_4575,procedure,127,9,DX_9_4019,0.4330708661417323
PROC_9_7767,procedure,127,7,DX_9_99667,0.3700787401574803
PROC_9_5012,procedure,127,6,DX_9_4019,0.3464566929133858
MED_GENVOYA,medication,126,9,DX_10_Z21,0.7857142857142857
PROC_10_4A133J1,procedure,126,25,DX_10_J9601,0.4444444444444444
